#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
74	NM_001787	chr1	-	1570602	1655859	1571125	1654257	21	1570602,1571298,1571694,1572043,1572258,1572442,1572769,1573123,1573861,1575637,1576408,1577022,1577266,1577707,1643702,1647784,1647889,1650766,1653034,1654146,1655705,	1571218,1571488,1571843,1572160,1572366,1572564,1572875,1573245,1573952,1575813,1576474,1577181,1577362,1577869,1643839,1647889,1647917,1650894,1653150,1654271,1655859,	0	CDK11B	cmpl	cmpl	0,2,0,0,0,1,0,1,0,1,1,1,1,1,2,2,1,2,0,0,-1,
74	NM_033489	chr1	-	1570602	1655859	1571125	1654035	22	1570602,1571298,1571694,1572043,1572258,1572442,1572769,1573123,1573861,1575637,1576408,1577022,1577266,1577746,1643702,1647784,1647889,1650766,1653034,1654026,1654146,1655705,	1571218,1571488,1571843,1572160,1572366,1572564,1572875,1573245,1573952,1575813,1576474,1577181,1577362,1577869,1643839,1647889,1647917,1650894,1653150,1654073,1654271,1655859,	0	CDK11B	cmpl	cmpl	0,2,0,0,0,1,0,1,0,1,1,1,1,1,2,2,1,2,0,0,-1,-1,
74	NM_001291345	chr1	-	1570602	1655859	1571125	1654257	21	1570602,1571298,1571694,1572043,1572258,1572442,1572769,1573123,1573861,1575637,1576408,1577022,1577266,1577746,1643702,1647784,1647889,1650796,1653034,1654146,1655705,	1571218,1571488,1571843,1572160,1572366,1572564,1572875,1573245,1573952,1575813,1576474,1577181,1577362,1577869,1643839,1647889,1647917,1650894,1653150,1654271,1655859,	0	CDK11B	cmpl	cmpl	0,2,0,0,0,1,0,1,0,1,1,1,1,1,2,2,1,2,0,0,-1,
74	NM_033486	chr1	-	1570602	1655859	1571125	1654257	21	1570602,1571298,1571694,1572043,1572258,1572442,1572769,1573123,1573861,1575637,1576408,1577022,1577266,1577746,1643702,1647784,1647889,1650766,1653034,1654146,1655705,	1571218,1571488,1571843,1572160,1572366,1572564,1572875,1573245,1573952,1575813,1576474,1577181,1577362,1577869,1643839,1647889,1647917,1650894,1653150,1654271,1655859,	0	CDK11B	cmpl	cmpl	0,2,0,0,0,1,0,1,0,1,1,1,1,1,2,2,1,2,0,0,-1,
75	NM_003820	chr1	+	2487803	2497061	2488103	2494712	8	2487803,2489164,2489781,2491261,2492062,2493111,2494303,2494586,	2488172,2489273,2489907,2491417,2492153,2493254,2494335,2497061,	0	TNFRSF14	cmpl	cmpl	0,0,1,1,1,2,1,0,
75	NM_001297605	chr1	+	2487803	2497061	2488103	2494307	7	2487803,2489164,2489781,2491261,2492062,2494303,2494586,	2488172,2489273,2489907,2491417,2492153,2494335,2497061,	0	TNFRSF14	cmpl	cmpl	0,0,1,1,1,2,-1,
76	NM_001409	chr1	-	3404505	3528059	3407091	3527832	37	3404505,3407475,3409202,3410334,3410559,3410934,3411176,3412453,3413218,3413551,3413796,3414934,3415261,3415701,3416151,3416359,3417196,3417529,3417740,3418359,3421771,3421985,3422671,3424358,3425121,3425638,3426433,3427346,3428113,3428569,3431113,3431965,3440687,3496388,3511901,3519029,3527701,	3407153,3407523,3409331,3410463,3410688,3411063,3411305,3412582,3413347,3413683,3413925,3415063,3415390,3415830,3416280,3416488,3417328,3417658,3417872,3418485,3421906,3422120,3422800,3424487,3425253,3425809,3426556,3427466,3428251,3428692,3431236,3432091,3440810,3496493,3512011,3519164,3528059,	0	MEGF6	cmpl	cmpl	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,
79	NM_001265592	chr1	-	6526151	6557156	6527622	6557091	22	6526151,6527884,6529101,6529394,6529603,6530295,6530565,6530794,6531049,6531547,6531817,6532586,6533045,6533310,6534072,6534510,6535106,6535521,6535990,6537588,6556552,6557018,	6527632,6528646,6529301,6529510,6529736,6530415,6530703,6530944,6531160,6531697,6531868,6532682,6533234,6533514,6534224,6534647,6535198,6535582,6536096,6537718,6556629,6557156,	0	PLEKHG5	cmpl	cmpl	2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,1,0,
79	NR_146202	chr1	+	6845383	6948261	6948261	6948261	5	6845383,6885151,6931816,6946299,6947713,	6845635,6885270,6931900,6946406,6948261,	0	CAMTA1	unk	unk	-1,-1,-1,-1,-1,
79	NM_001242701	chr1	+	6845383	6948261	6845590	6947785	4	6845383,6880240,6885151,6947713,	6845635,6880310,6885270,6948261,	0	CAMTA1	cmpl	cmpl	0,0,1,0,
79	NR_038934	chr1	+	6845383	6948261	6948261	6948261	4	6845383,6885151,6931816,6947713,	6845635,6885270,6931900,6948261,	0	CAMTA1	unk	unk	-1,-1,-1,-1,
79	NR_146203	chr1	+	6845383	6948261	6948261	6948261	4	6845383,6885151,6931816,6946299,	6845635,6885270,6931900,6948261,	0	CAMTA1	unk	unk	-1,-1,-1,-1,
79	NM_001042663	chr1	-	6526151	6557484	6527622	6557383	22	6526151,6527884,6529101,6529394,6529603,6530295,6530565,6530794,6531049,6531547,6531817,6532586,6533045,6533310,6534072,6534510,6535106,6535521,6535990,6537588,6556552,6557379,	6527632,6528646,6529301,6529510,6529736,6530415,6530703,6530944,6531160,6531697,6531868,6532682,6533234,6533514,6534224,6534647,6535198,6535582,6536096,6537718,6556629,6557484,	0	PLEKHG5	cmpl	cmpl	2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,1,0,
79	NM_198681	chr1	-	6526151	6580121	6527622	6579571	22	6526151,6527884,6529101,6529394,6529603,6530295,6530565,6530794,6531049,6531547,6531817,6532586,6533045,6533310,6534072,6534510,6535106,6535521,6535990,6537588,6556552,6579504,	6527632,6528646,6529301,6529510,6529736,6530415,6530703,6530944,6531160,6531697,6531868,6532682,6533234,6533514,6534224,6534647,6535198,6535582,6536096,6537718,6556629,6580121,	0	PLEKHG5	cmpl	cmpl	2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,1,0,
80	NM_001349614	chr1	+	7729789	7829766	7792521	7826582	15	7729789,7730970,7737658,7792507,7796403,7796990,7797314,7798018,7804894,7805904,7807769,7809830,7811258,7812518,7826518,	7729915,7731097,7737793,7792659,7796600,7797069,7797630,7798542,7805082,7806151,7807841,7809851,7811452,7812593,7829766,	0	CAMTA1	cmpl	cmpl	-1,-1,-1,0,0,2,0,1,0,2,0,0,0,2,2,
80	NM_001349621	chr1	+	7729789	7829766	7792521	7826582	15	7729789,7730970,7737658,7792507,7796403,7796990,7797314,7798357,7804894,7805904,7807769,7809830,7811258,7812518,7826518,	7729915,7731097,7737793,7792659,7796600,7797069,7797630,7798542,7805082,7806151,7807841,7809851,7811452,7812593,7829766,	0	CAMTA1	cmpl	cmpl	-1,-1,-1,0,0,2,0,1,0,2,0,0,0,2,2,
80	NM_001349620	chr1	+	7729789	7829766	7792521	7826551	16	7729789,7730970,7737658,7792507,7796403,7796990,7797314,7798357,7804894,7805904,7807769,7809830,7811258,7812518,7815697,7826518,	7729915,7731097,7737793,7792659,7796600,7797069,7797630,7798542,7805082,7806151,7807841,7809851,7811452,7812593,7815728,7829766,	0	CAMTA1	cmpl	cmpl	-1,-1,-1,0,0,2,0,1,0,2,0,0,0,2,2,0,
80	NM_001349623	chr1	+	7729789	7829766	7792521	7826582	14	7729789,7730970,7737658,7792507,7796403,7796990,7797314,7798357,7804894,7805904,7807769,7811258,7812518,7826518,	7729915,7731097,7737793,7792659,7796600,7797069,7797630,7798542,7805082,7806151,7807841,7811452,7812593,7829766,	0	CAMTA1	cmpl	cmpl	-1,-1,-1,0,0,2,0,1,0,2,0,0,2,2,
80	NM_001349625	chr1	+	7729803	7829766	7792521	7826551	15	7729803,7730970,7737658,7792507,7796403,7796990,7797314,7798357,7804894,7805904,7807769,7811258,7812518,7815697,7826518,	7729915,7731097,7737793,7792659,7796600,7797069,7797630,7798542,7805082,7806151,7807841,7811452,7812593,7815728,7829766,	0	CAMTA1	cmpl	cmpl	-1,-1,-1,0,0,2,0,1,0,2,0,0,2,2,0,
80	NM_001349617	chr1	+	7729824	7829766	7792521	7826551	15	7729824,7730970,7737658,7792507,7796403,7796990,7797314,7798018,7804894,7805904,7807769,7811258,7812518,7815697,7826518,	7729915,7731097,7737793,7792659,7796600,7797069,7797630,7798542,7805082,7806151,7807841,7811452,7812593,7815728,7829766,	0	CAMTA1	cmpl	cmpl	-1,-1,-1,0,0,2,0,1,0,2,0,0,2,2,0,
83	NM_004958	chr1	-	11166587	11322608	11167541	11319466	58	11166587,11168237,11169346,11169705,11172908,11174374,11174869,11175452,11177060,11181302,11182035,11184554,11186678,11187066,11187680,11188060,11188510,11188911,11189794,11190585,11193136,11194407,11199360,11199589,11204704,11205024,11206732,11210182,11217208,11227498,11259314,11259597,11264617,11269368,11270870,11272368,11272852,11273455,11276204,11288724,11290981,11291356,11292492,11293454,11294199,11297899,11298458,11300359,11301609,11303170,11307681,11307875,11313895,11316048,11316989,11318541,11319304,11322501,	11167557,11168343,11169427,11169786,11172974,11174510,11174944,11175525,11177143,11181425,11182183,11184690,11186853,11187201,11187863,11188183,11188609,11189008,11189895,11190834,11193254,11194523,11199492,11199715,11204812,11205102,11206848,11210283,11217348,11227574,11259460,11259760,11264760,11269515,11270963,11272531,11272965,11273623,11276291,11288975,11291111,11291491,11292585,11293544,11294322,11298105,11298674,11300604,11301738,11303357,11307790,11308151,11314030,11316249,11317222,11318650,11319480,11322608,	0	MTOR	cmpl	cmpl	2,1,1,1,1,0,0,2,0,0,2,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,2,0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,2,2,1,0,0,0,0,1,0,0,-1,
88	NM_015001	chr1	+	16174358	16266950	16174562	16265922	15	16174358,16199310,16202696,16235815,16237595,16242622,16245420,16245898,16247364,16248743,16254585,16263657,16264306,16265212,16265790,	16174645,16199631,16203173,16235976,16237796,16242774,16245546,16246012,16247478,16248844,16262761,16264140,16264501,16265371,16266950,	0	SPEN	cmpl	cmpl	0,2,2,2,1,1,0,0,0,0,2,0,0,0,0,
89	NM_017940	chr1	-	16888921	16940100	16890437	16918516	29	16888921,16891301,16892127,16892901,16893673,16894473,16895567,16899636,16900981,16901651,16902761,16903811,16905687,16907239,16907914,16909038,16910088,16911983,16913544,16914219,16915343,16916393,16918341,16918653,16919935,16921086,16921425,16935002,16939832,	16890681,16891413,16892304,16892954,16893846,16894525,16895731,16899688,16901187,16901724,16902976,16903914,16905897,16907451,16907987,16909253,16910191,16912193,16913756,16914292,16915558,16916496,16918551,16918808,16920062,16921156,16921504,16935274,16940100,	0	NBPF1	cmpl	cmpl	2,1,1,1,2,1,2,1,2,1,2,1,1,2,1,2,1,1,2,1,2,1,0,-1,-1,-1,-1,-1,-1,
91	NM_001135254	chr1	+	18957499	19075360	18958097	19071423	9	18957499,18960796,18961604,18962730,19018247,19027146,19029587,19062125,19071307,	18958182,18961032,18961734,18962865,19018447,19027312,19029790,19062372,19075360,	0	PAX7	cmpl	cmpl	0,1,0,1,1,0,1,0,1,
91	NM_013945	chr1	+	18957499	19062632	18958097	19062533	8	18957499,18960796,18961604,18962736,19018247,19027146,19029587,19062125,	18958182,18961032,18961734,18962865,19018447,19027312,19029790,19062632,	0	PAX7	cmpl	cmpl	0,1,0,1,1,0,1,0,
91	NM_002584	chr1	+	18957499	19062632	18958097	19062533	8	18957499,18960796,18961604,18962730,19018247,19027146,19029587,19062125,	18958182,18961032,18961734,18962865,19018447,19027312,19029790,19062632,	0	PAX7	cmpl	cmpl	0,1,0,1,1,0,1,0,
99	NM_001029882	chr1	-	27860755	27930005	27873814	27878626	7	27860755,27873771,27879402,27879584,27884815,27885216,27929907,	27861427,27878700,27879440,27879801,27885041,27885394,27930005,	0	AHDC1	cmpl	cmpl	-1,0,-1,-1,-1,-1,-1,
100	NM_001048199	chr1	+	28832454	28865708	28856378	28864519	12	28832454,28834639,28835341,28856369,28858314,28858682,28861561,28861769,28862382,28862773,28863258,28864343,	28832596,28834672,28835417,28856451,28858502,28858862,28861658,28861892,28862538,28862893,28863411,28865708,	0	RCC1	cmpl	cmpl	-1,-1,-1,0,1,0,0,1,1,1,1,1,
100	NR_030726	chr1	+	28832454	28865708	28865708	28865708	13	28832454,28834639,28835341,28843236,28856369,28858314,28858682,28861561,28861769,28862382,28862773,28863258,28864343,	28832596,28834672,28835413,28843379,28856451,28858502,28858862,28861658,28861892,28862538,28862893,28863411,28865708,	0	RCC1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
100	NR_030725	chr1	+	28832454	28865708	28865708	28865708	13	28832454,28834639,28835341,28843236,28856369,28858314,28858682,28861561,28861769,28862382,28862773,28863258,28864343,	28832596,28834672,28835417,28843379,28856451,28858502,28858862,28861658,28861892,28862538,28862893,28863411,28865708,	0	RCC1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
104	NM_004964	chr1	+	32757707	32799224	32757770	32798645	14	32757707,32768221,32782265,32790079,32792539,32793136,32794668,32796178,32796368,32797074,32797276,32797690,32798301,32798617,	32757819,32768334,32782383,32790154,32792678,32793278,32794761,32796287,32796509,32797183,32797407,32797843,32798350,32799224,	0	HDAC1	cmpl	cmpl	0,1,0,1,1,2,0,0,1,1,2,1,1,2,
107	NM_005095	chr1	+	35734567	35887545	35734647	35885278	30	35734567,35790960,35824525,35826794,35827219,35835629,35835972,35846859,35847146,35851042,35851674,35852603,35853054,35854510,35855548,35857812,35858247,35859195,35862152,35862977,35864013,35864464,35865082,35870623,35870973,35873608,35879572,35881066,35884043,35885070,	35734686,35791006,35825047,35826856,35827390,35835714,35836228,35847034,35847359,35851193,35851790,35852879,35853205,35854683,35855699,35857953,35858285,35859340,35862271,35863146,35864067,35864644,35865177,35870795,35871069,35873760,35879684,35881315,35884173,35887545,	0	ZMYM4	cmpl	cmpl	0,0,1,1,0,0,1,2,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,2,
107	NM_001350138	chr1	+	35734567	35887545	35824536	35885278	31	35734567,35761527,35790960,35824525,35826794,35827219,35835629,35835972,35846859,35847146,35851042,35851674,35852603,35853054,35854510,35855548,35857812,35858247,35859195,35862152,35862977,35864013,35864464,35865082,35870623,35870973,35873608,35879572,35881066,35884043,35885070,	35734686,35761589,35791006,35825047,35826856,35827390,35835714,35836228,35847034,35847359,35851193,35851790,35852879,35853205,35854683,35855699,35857953,35858285,35859340,35862271,35863146,35864067,35864644,35865177,35870795,35871069,35873760,35879684,35881315,35884173,35887545,	0	ZMYM4	cmpl	cmpl	-1,-1,-1,0,1,0,0,1,2,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,2,
107	NM_001350139	chr1	+	35734567	35887545	35836019	35885278	31	35734567,35790960,35824525,35826794,35827219,35827791,35835629,35835972,35846859,35847146,35851042,35851674,35852603,35853054,35854510,35855548,35857812,35858247,35859195,35862152,35862977,35864013,35864464,35865082,35870623,35870973,35873608,35879572,35881066,35884043,35885070,	35734686,35791006,35825047,35826856,35827390,35827867,35835714,35836228,35847034,35847359,35851193,35851790,35852879,35853205,35854683,35855699,35857953,35858285,35859340,35862271,35863146,35864067,35864644,35865177,35870795,35871069,35873760,35879684,35881315,35884173,35887545,	0	ZMYM4	cmpl	cmpl	-1,-1,-1,-1,-1,-1,-1,0,2,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,2,
107	NM_001350140	chr1	+	35734567	35887545	35836019	35885278	28	35734567,35761527,35790960,35835629,35835972,35846859,35847146,35851042,35851674,35852603,35853054,35854510,35855548,35857812,35858247,35859195,35862152,35862977,35864013,35864464,35865082,35870623,35870973,35873608,35879572,35881066,35884043,35885070,	35734686,35761589,35791006,35835714,35836228,35847034,35847359,35851193,35851790,35852879,35853205,35854683,35855699,35857953,35858285,35859340,35862271,35863146,35864067,35864644,35865177,35870795,35871069,35873760,35879684,35881315,35884173,35887545,	0	ZMYM4	cmpl	cmpl	-1,-1,-1,-1,0,2,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,2,
117	NM_001324320	chr1	+	46269278	46501796	46269567	46501738	30	46269278,46290104,46295110,46348035,46425057,46463395,46466630,46468476,46471912,46473967,46476401,46485267,46487621,46488581,46488904,46489443,46491348,46493402,46494439,46495137,46495502,46495800,46496278,46496678,46497062,46497849,46498267,46499473,46499744,46500209,	46269744,46290252,46295253,46348067,46425149,46463471,46466651,46468555,46472067,46474043,46476611,46485369,46487754,46488643,46488990,46489652,46491487,46493535,46494605,46495239,46495625,46495910,46496433,46496962,46497257,46498076,46498390,46499610,46499938,46501796,	0	MAST2	cmpl	cmpl	0,0,1,0,2,1,2,2,0,2,0,0,0,1,0,2,1,2,0,1,1,1,0,2,1,1,0,0,2,1,
117	NM_001319245	chr1	+	46269284	46501796	46269567	46501738	29	46269284,46290104,46295110,46348035,46425057,46463395,46468476,46471912,46473967,46476401,46485267,46487621,46488581,46488904,46489443,46491348,46493402,46494439,46495137,46495502,46495800,46496278,46496678,46497062,46497849,46498267,46499473,46499747,46500209,	46269744,46290252,46295253,46348067,46425149,46463471,46468555,46472067,46474043,46476611,46485369,46487754,46488643,46488990,46489652,46491487,46493535,46494605,46495239,46495625,46495910,46496433,46496962,46497257,46498076,46498390,46499610,46499938,46501796,	0	MAST2	cmpl	cmpl	0,0,1,0,2,1,2,0,2,0,0,0,1,0,2,1,2,0,1,1,1,0,2,1,1,0,0,2,1,
117	NM_015112	chr1	+	46269284	46501796	46269567	46501738	29	46269284,46290104,46295110,46348035,46425057,46463395,46468476,46471912,46473967,46476401,46485267,46487621,46488581,46488904,46489443,46491348,46493402,46494439,46495137,46495502,46495800,46496278,46496678,46497062,46497849,46498267,46499473,46499744,46500209,	46269744,46290252,46295253,46348067,46425149,46463471,46468555,46472067,46474043,46476611,46485369,46487754,46488643,46488990,46489652,46491487,46493535,46494605,46495239,46495625,46495910,46496433,46496962,46497257,46498076,46498390,46499610,46499938,46501796,	0	MAST2	cmpl	cmpl	0,0,1,0,2,1,2,0,2,0,0,0,1,0,2,1,2,0,1,1,1,0,2,1,1,0,0,2,1,
117	NM_001324321	chr1	+	46330019	46501796	46397928	46501738	29	46330019,46348035,46397894,46425057,46463395,46466630,46468476,46471912,46473967,46476401,46485267,46487621,46488581,46488904,46489443,46491348,46493402,46494439,46495137,46495502,46495800,46496278,46496678,46497062,46497849,46498267,46499473,46499744,46500209,	46330811,46348067,46397945,46425149,46463471,46466651,46468555,46472067,46474043,46476611,46485369,46487754,46488643,46488990,46489652,46491487,46493535,46494605,46495239,46495625,46495910,46496433,46496962,46497257,46498076,46498390,46499610,46499938,46501796,	0	MAST2	cmpl	cmpl	-1,-1,0,2,1,2,2,0,2,0,0,0,1,0,2,1,2,0,1,1,1,0,2,1,1,0,0,2,1,
117	NM_001303429	chr1	-	46505811	46598380	46509344	46597624	9	46505811,46511589,46512222,46527600,46531725,46532582,46543186,46546313,46597518,	46509543,46511760,46512297,46527743,46531851,46532763,46543285,46546422,46598380,	0	PIK3R3	cmpl	cmpl	2,2,2,0,0,2,2,1,0,
117	NM_003629	chr1	-	46505811	46598380	46509344	46597624	10	46505811,46511589,46512222,46521466,46527600,46531725,46532582,46543186,46546313,46597518,	46509543,46511760,46512297,46521643,46527743,46531851,46532763,46543285,46546422,46598380,	0	PIK3R3	cmpl	cmpl	2,2,2,2,0,0,2,2,1,0,
117	NM_001328654	chr1	-	46505811	46598380	46509344	46532609	8	46505811,46511589,46512222,46521466,46527600,46531725,46532582,46597518,	46509543,46511760,46512297,46521643,46527743,46531851,46532763,46598380,	0	PIK3R3	cmpl	cmpl	2,2,2,2,0,0,0,-1,
117	NM_001328653	chr1	-	46505811	46598380	46509344	46543257	9	46505811,46511589,46512222,46521466,46527600,46531725,46532582,46543186,46597518,	46509543,46511760,46512297,46521643,46527743,46531851,46532763,46543285,46598380,	0	PIK3R3	cmpl	cmpl	2,2,2,2,0,0,2,0,-1,
